,1,2,3,4,5,6,7,8,9,10,11,12,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61
162,18-24,Female,United States,Undergraduate,No industry,2-3 times a month,Agree,Agree,Disagree,Clothing and Accessories|Health and Beauty Products|Food and Beverages|Toys and Games|Sports and Fitness Equipment,Agree,"Allows users to set monthly shopping budgets. For instance, when they consider a purchase, it shows how it impacts their overall budget. ",Yes,3,Yes,5,No,3,No,4,Yes,2,No,1,No,1,No,4,No,2,No,3,No,2,No,2,Yes,3,No,4,No,2,Yes,3,Yes,2,Yes,5,No,2,No,3,Yes,4
163,25-34,Female,France,Full-time Employee,Education / Academic,Once a month,Strongly agree,Strongly agree,Strongly agree,Health and Beauty Products|Home and Garden|Clothing and Accessories|Books and Media,Strongly agree,,Yes,1,Yes,5,Yes,2,No,4,Yes,5,Yes,4,Maybe,3,No,4,No,2,No,1,Yes,5,No,4,No,3,Yes,3,Yes,4,No,2,No,5,Yes,5,Yes,5,No,5,No,4
164,18-24,Male,United Kingdom,Undergraduate,Technology / IT,Once every three months,Disagree,Disagree,Strongly disagree,Electronics and Gadgets|Toys and Games,Strongly disagree,,Yes,3,Yes,5,Yes,1,No,1,Yes,5,Yes,3,No,1,No,1,Yes,4,Yes,2,No,1,Yes,3,Yes,4,No,4,Yes,1,Yes,3,No,2,Yes,2,Yes,2,Yes,1,No,2
165,35-44,Male,Germany,Unemployed,No industry,Rarely / Never,Strongly disagree,Strongly disagree,Neither agree nor disagree,,Strongly disagree,I think the best measure would be to make most kinds of advertising illegal and strictly regulate how shopping websites can be designed ,Yes,5,No,,No,,No,,Yes,2,No,,No,,Yes,5,Yes,5,Yes,5,No,,No,,No,,No,,No,,No,,No,,No,,Yes,4,Yes,4,No,
166,18-24,Female,Sierra Leone,Undergraduate,No industry,Once a month,Disagree,Disagree,Disagree,,Neither agree nor disagree,,Yes,2,Yes,4,Yes,5,No,1,Yes,3,No,1,No,2,No,1,Yes,2,No,2,No,2,No,3,Yes,5,Yes,4,No,2,Yes,3,Yes,5,Yes,2,No,1,Yes,4,Yes,3
167,25-34,Female,Canada,Graduate / Postgraduate,Education / Academic,Rarely / Never,Strongly disagree,Neither agree nor disagree,Strongly disagree,Health and Beauty Products|Travel and Experiences,Neither agree nor disagree,,Yes,5,Yes,5,Yes,5,Yes,5,Yes,5,Yes,4,Yes,5,No,,Yes,5,Yes,4,Yes,5,Yes,5,Yes,5,Yes,5,Yes,4,Yes,5,Yes,5,Yes,5,Yes,5,Yes,3,Yes,5
168,45-54,Male,United States,Full-time Employee,Arts / Entertainment,Rarely / Never,Strongly disagree,Strongly disagree,Neither agree nor disagree,Travel and Experiences,Disagree,,Yes,5,No,5,Yes,4,No,3,Yes,3,No,3,No,5,No,2,Yes,4,Yes,4,No,5,No,3,No,4,Yes,5,No,4,No,4,Yes,5,No,3,No,3,No,3,No,3
169,35-44,Female,Malaysia,Full-time Employee,Education / Academic,2-3 times a month,Strongly agree,Strongly agree,Strongly agree,Clothing and Accessories|Health and Beauty Products|Food and Beverages,Strongly agree,"Maybe cooling off period for the transaction, delay immediate checkout process ",Yes,3,No,4,Yes,4,Yes,4,Yes,2,No,3,Yes,4,Yes,4,Yes,4,Yes,2,No,5,Yes,4,Yes,4,Yes,3,No,3,Yes,2,Yes,2,Yes,4,Yes,4,No,2,No,4
170,35-44,Male,Denmark,Part-time Employee,Technology / IT,Rarely / Never,Strongly disagree,Neither agree nor disagree,Agree,Clothing and Accessories|Health and Beauty Products|Food and Beverages|Books and Media,Agree,,Yes,4,No,3,No,5,No,1,No,3,Yes,5,No,2,No,3,Yes,1,No,2,No,2,Yes,4,Yes,4,Yes,4,Yes,4,Yes,3,No,2,No,3,Yes,2,Maybe,2,No,3
172,25-34,Male,Slovenia,Full-time Employee,Finance / Accounting,Rarely / Never,Strongly disagree,Strongly disagree,Disagree,Toys and Games,Disagree,nope,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,4,No,,No,,No,
173,35-44,Prefer not to say,Canada,Prefer not to say,No industry,Once a week,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Books and Media|Electronics and Gadgets,Neither agree nor disagree,,Yes,4,Yes,2,Yes,4,Yes,4,Yes,4,No,1,No,1,No,1,No,1,Yes,4,No,1,No,1,No,1,Yes,4,No,1,No,3,Maybe,3,Yes,3,No,1,No,1,Yes,4
174,25-34,Female,Denmark,Full-time Employee,Other,2-3 times a month,Neither agree nor disagree,Agree,Neither agree nor disagree,Clothing and Accessories|Health and Beauty Products,Strongly agree,"Maybe a feature that could count what I would save if I did not buy it and what I could possibly earn if I, for example, invested the money instead. ",Yes,4,Yes,3,Yes,4,No,4,Yes,5,Maybe,3,No,3,No,3,Yes,3,Yes,3,No,4,Maybe,4,Yes,3,Yes,4,No,3,No,4,No,3,Yes,4,Maybe,4,No,4,No,3
175,25-34,Prefer not to say,Denmark,Full-time Employee,Technology / IT,Once a month,Agree,Agree,Agree,Clothing and Accessories|Health and Beauty Products,Strongly agree,,Yes,4,Yes,4,Yes,2,No,4,Yes,4,Yes,4,Yes,2,Yes,3,Yes,3,Yes,4,No,5,No,4,No,4,No,3,No,3,No,4,No,3,Yes,4,No,3,No,4,No,4
176,45-54,Male,United States,Full-time Employee,Manufacturing / Construction,Rarely / Never,Neither agree nor disagree,Agree,Neither agree nor disagree,Books and Media,Disagree,"I know this is not realistic, but ban advertising and mind cynical manipulation tactics used by social media to short-circuit our brains to increase chances we will react on impulse. ",Yes,4,Maybe,4,Yes,3,Maybe,3,Yes,3,Maybe,2,Yes,4,Yes,3,Yes,4,Maybe,3,Yes,5,No,3,No,3,No,3,No,2,Yes,4,Yes,3,Maybe,3,Yes,4,Yes,5,Yes,4
177,25-34,Male,Denmark,Full-time Employee,Technology / IT,Rarely / Never,Disagree,Strongly disagree,Neither agree nor disagree,Books and Media|Electronics and Gadgets,Agree,,No,3,No,3,Yes,4,No,3,Yes,4,Yes,3,No,4,Yes,5,Yes,5,Yes,4,No,3,No,4,No,3,Yes,5,Yes,4,No,3,No,2,Yes,4,No,4,No,2,No,2
178,25-34,Male,Denmark,Full-time Employee,Technology / IT,Rarely / Never,Disagree,Neither agree nor disagree,Neither agree nor disagree,Electronics and Gadgets,Agree,"I would separate into two: One is preventing impulse shopping in the moment, another is providing insights into how much I have spent on impulse shopping the last X days/months.",Yes,5,No,5,Yes,4,No,4,Yes,5,Yes,3,Maybe,3,Yes,5,Yes,4,Yes,5,No,5,No,5,No,5,No,5,No,3,No,4,Yes,3,Maybe,4,Maybe,3,No,3,No,2
179,25-34,Male,United States,Full-time Employee,Technology / IT,Multiple times a week,Agree,Agree,Agree,Clothing and Accessories|Electronics and Gadgets|Health and Beauty Products|Toys and Games|Sports and Fitness Equipment|Food and Beverages,Neither agree nor disagree,How do you make it easy with least amount of nudging? Because there are many block app blockers out there which are already enough. Would prefer a leaner better way :),Maybe,2,Maybe,2,Yes,3,Maybe,2,Yes,2,Maybe,3,No,1,Maybe,2,Yes,3,Yes,3,Yes,1,Yes,4,Yes,4,Yes,3,Yes,3,Yes,4,Maybe,2,Yes,4,No,2,Maybe,3,Yes,3
180,18-24,Female,India,Undergraduate,No industry,Once every three months,Disagree,Disagree,Disagree,Health and Beauty Products|Food and Beverages,Neither agree nor disagree,,Yes,5,Yes,5,Yes,5,No,4,Yes,5,No,3,No,5,No,2,Yes,5,No,3,No,3,No,3,Yes,4,Yes,5,No,3,No,4,Yes,4,Yes,4,No,3,No,4,Yes,5
181,18-24,Female,India,Undergraduate,No industry,Once a month,Agree,Agree,Neither agree nor disagree,Clothing and Accessories|Food and Beverages,Disagree,,Yes,5,Yes,4,Yes,4,Maybe,3,Yes,5,Yes,5,No,3,No,3,Yes,5,Yes,5,No,1,No,3,Maybe,2,Yes,5,Yes,4,No,1,Yes,3,Yes,4,No,3,Yes,5,Yes,4
182,25-34,Female,Canada,Full-time Employee,Technology / IT,Once every three months,Disagree,Agree,Disagree,Books and Media|Health and Beauty Products|Home and Garden,Neither agree nor disagree,"I use my bookmarks to save items I feel like buying and later go through and delete most of them. I like to me digitally minimal so I find it stressful to have items in the bookmarks folder to begin with, so it would be helpful to have something that can store the links to product pages and have the same function but I don't have to look at everyday (like if the app was a Chrome extension, I don't need any link in bookmarks; or if it was a website, I only have 1 link instead of 20). I also would like pictures because then I can easily compare the items and may not even have to click the link to know ""actually I do or don't want this."" I also find those extra steps you need to do to pay online are good deterrents! E.g. not keeping my credit cards saved and manually typing it in every time makes me think more about a purchase as I feel ""more guilty"" and ""more anxious"" when buying things I want but don't need. Perhaps a  popup that asks ""do you really want this?"" or shows how the purchase amount would affect my finances would make me reconsider those few impulse purchases that slip through the cracks of my control.",Yes,5,Yes,5,Yes,4,Yes,3,Yes,4,No,2,Yes,5,Yes,5,Yes,4,Yes,4,No,2,Yes,3,No,2,Yes,2,Yes,3,Yes,5,Maybe,3,No,2,Yes,5,Yes,5,Yes,4
183,18-24,Female,Netherlands,Undergraduate,Finance / Accounting,Once a week,Disagree,Neither agree nor disagree,Neither agree nor disagree,Clothing and Accessories|Health and Beauty Products|Food and Beverages,Neither agree nor disagree,,Yes,5,Yes,5,Yes,4,Yes,4,Yes,4,Yes,4,No,1,Yes,2,Yes,3,Yes,5,No,2,No,3,Yes,4,Yes,5,No,3,Yes,4,Yes,3,Yes,4,No,3,No,3,Yes,5
184,25-34,Male,Sweden,Full-time Employee,Technology / IT,Once every three months,Strongly disagree,Strongly agree,Strongly disagree,Electronics and Gadgets|Books and Media,Neither agree nor disagree,,Yes,1,Yes,5,No,3,No,,Yes,5,No,4,Yes,3,Yes,5,Yes,2,Yes,1,No,,No,4,No,3,Yes,4,Maybe,3,Yes,2,Yes,3,Yes,5,Yes,4,Yes,3,No,
186,18-24,Female,Netherlands,Undergraduate,Arts / Entertainment,Once a month,Neither agree nor disagree,Agree,Agree,Electronics and Gadgets|Clothing and Accessories|Health and Beauty Products|Toys and Games|Travel and Experiences,Agree,Maybe a tool that tracks your expenses? ,Yes,5,No,4,Yes,4,No,2,Yes,3,Yes,4,No,3,No,4,Yes,4,Yes,5,No,4,No,5,Yes,5,Yes,5,Yes,4,Yes,5,Yes,4,Yes,5,No,4,Yes,4,Yes,3
187,25-34,Non-binary / Gender diverse,Denmark,Prefer not to say,Technology / IT,Once a month,Neither agree nor disagree,Agree,Agree,Electronics and Gadgets|Books and Media,Strongly agree,,Yes,4,Yes,5,Yes,3,No,2,Yes,3,Yes,4,No,4,Yes,5,Yes,4,No,3,No,2,No,3,No,4,No,3,Yes,3,No,2,Yes,4,Yes,3,Yes,4,Yes,3,No,2
188,25-34,Male,Denmark,Graduate / Postgraduate,Other,Rarely / Never,Disagree,Neither agree nor disagree,Agree,Clothing and Accessories|Electronics and Gadgets,Neither agree nor disagree,"Reducing adds that look like social media posts. Introducing a pop up that reminds you, that you are going to a shop so you can change your mind",Yes,3,Maybe,5,No,5,Yes,4,Yes,3,Yes,4,No,5,Yes,5,Yes,5,Yes,4,No,4,No,2,Yes,5,No,3,Maybe,5,Yes,5,Maybe,5,Yes,5,Yes,4,Maybe,5,No,4
189,18-24,Female,Denmark,Part-time Employee,Government / Public Sector,Rarely / Never,Strongly disagree,Neither agree nor disagree,Strongly disagree,Travel and Experiences,Neither agree nor disagree,Desactivate if that's even possible targeted ads on social media,Yes,5,No,2,Yes,4,No,2,No,1,Yes,4,No,3,Yes,5,Yes,5,No,1,No,5,No,2,Yes,3,No,3,No,1,Yes,4,No,3,No,1,Yes,5,No,1,No,2
190,25-34,Male,Denmark,Graduate / Postgraduate,Technology / IT,Rarely / Never,Strongly disagree,Strongly disagree,Strongly disagree,Electronics and Gadgets|Toys and Games,Strongly disagree,"Something that reminds you, when you're in the shopping cart, whether you actually need this item. Maybe an exercise, if you see yourself using this item 1 year from now.",Yes,4,Yes,4,Yes,4,No,3,Yes,4,Yes,4,No,3,Yes,5,Yes,4,Yes,4,No,4,No,2,Yes,4,No,4,Maybe,3,No,4,No,3,Yes,5,No,3,No,3,Maybe,3
193,25-34,Male,Denmark,Self-employed / Business Owner,Technology / IT,Once a week,Neither agree nor disagree,Agree,Neither agree nor disagree,Toys and Games|Books and Media,Disagree,"Maybe something that hooks into the checkout step, and tells you what you could be spending the money on instead.",Yes,4,No,3,Yes,5,No,2,Yes,3,Yes,4,No,3,Yes,1,Yes,4,Yes,4,No,3,Maybe,3,No,3,Yes,4,No,1,Maybe,3,Maybe,3,Yes,3,No,1,No,1,No,2
194,25-34,Male,Denmark,Full-time Employee,Technology / IT,Once a week,Disagree,Agree,Disagree,Food and Beverages|Clothing and Accessories|Toys and Games,Strongly agree,,Yes,3,No,4,Yes,4,No,4,Yes,5,Yes,3,No,4,Yes,5,No,5,Yes,5,No,3,No,3,No,3,Yes,3,Yes,4,Yes,4,No,2,No,2,Yes,1,Yes,4,No,3
197,25-34,Female,Denmark,Graduate / Postgraduate,Non-profit / Social Work,Once a month,Disagree,Neither agree nor disagree,Disagree,Clothing and Accessories|Food and Beverages,Agree,,Yes,3,No,3,Maybe,3,No,1,Yes,2,Yes,4,No,3,No,5,Yes,4,Yes,3,No,4,No,1,Yes,4,Yes,4,Yes,3,No,2,No,4,Yes,4,Yes,5,No,1,No,4
199,18-24,Male,Denmark,Graduate / Postgraduate,Education / Academic,Rarely / Never,Strongly disagree,Strongly disagree,Strongly disagree,,Strongly disagree,"Show amount of money spent in the past week, month, year on online shopping",No,1,No,4,No,1,No,2,No,4,Yes,4,No,2,No,1,No,4,No,2,No,3,No,1,No,3,No,5,No,4,No,4,No,1,No,1,No,3,No,1,No,1
200,25-34,Female,Denmark,Undergraduate,Design / Creative Work,Rarely / Never,Disagree,Disagree,Disagree,Clothing and Accessories,Neither agree nor disagree,,Yes,4,No,4,Yes,4,Maybe,1,Yes,3,Yes,3,Yes,4,Yes,4,Yes,4,Yes,4,No,4,No,4,No,4,No,3,No,2,Yes,4,No,1,Yes,4,Yes,2,Yes,3,No,2
201,25-34,Female,Denmark,Undergraduate,Education / Academic,Rarely / Never,Disagree,Disagree,Neither agree nor disagree,Clothing and Accessories,Neither agree nor disagree,,Yes,5,Yes,5,No,3,No,2,Yes,3,Maybe,4,No,4,No,5,No,3,Maybe,4,No,3,No,1,No,2,No,2,No,1,Yes,3,No,2,Yes,5,Yes,4,No,2,Maybe,3
202,25-34,Male,Denmark,Undergraduate,Other,2-3 times a month,Strongly agree,Strongly agree,Disagree,Clothing and Accessories|Travel and Experiences|Electronics and Gadgets,Disagree,"A therapist if anything, lol.
Prohibiton and "" gamble / drink / smoke responsibly "" rarely helps if you know what you're going to do anyways, I see it as an addiction so I can't say for sure.",Yes,5,Yes,2,Maybe,3,Yes,3,Yes,4,Yes,5,Yes,2,No,4,Maybe,3,Yes,2,No,2,No,1,Yes,4,Yes,4,No,3,Yes,4,Yes,3,Yes,4,No,1,No,3,Yes,3
203,18-24,Male,Denmark,Undergraduate,Healthcare / Medical,Once a month,Neither agree nor disagree,Neither agree nor disagree,Strongly disagree,Electronics and Gadgets|Clothing and Accessories,Neither agree nor disagree,,Yes,5,Yes,5,Yes,5,No,1,No,1,Yes,4,No,1,No,2,Yes,4,Yes,5,No,1,No,3,No,1,Yes,5,No,1,Yes,5,Yes,4,Yes,3,Yes,3,Yes,5,No,3
204,25-34,Male,Denmark,Undergraduate,Technology / IT,2-3 times a month,Neither agree nor disagree,Agree,Neither agree nor disagree,Electronics and Gadgets|Clothing and Accessories|Sports and Fitness Equipment|Travel and Experiences,Strongly agree,,Yes,3,No,3,Yes,3,No,4,Yes,2,Yes,2,No,5,No,4,Yes,4,Yes,4,No,3,No,4,No,4,Yes,4,Yes,2,No,5,No,2,Yes,2,Yes,3,Yes,4,Yes,3
205,18-24,Male,France,Graduate / Postgraduate,Finance / Accounting,Rarely / Never,Strongly disagree,Strongly disagree,Disagree,Travel and Experiences|Toys and Games,Neither agree nor disagree,Something connected to Apple Pay ,Yes,5,Yes,4,Yes,5,Yes,3,Yes,4,Yes,5,No,3,No,4,Yes,4,Yes,4,No,4,No,3,Yes,4,Yes,4,Yes,4,No,2,No,4,No,3,No,4,No,4,No,3
206,18-24,Male,Germany,Undergraduate,Finance / Accounting,Once a month,Neither agree nor disagree,Agree,Disagree,Electronics and Gadgets|Clothing and Accessories|Health and Beauty Products|Food and Beverages|Sports and Fitness Equipment,Agree,,Yes,2,No,,Yes,3,No,,Yes,5,Yes,4,No,,Yes,3,No,,Yes,3,No,,No,,No,,No,,Yes,2,Yes,2,No,,Yes,2,No,,No,,No,
207,55-64,Female,Denmark,Unemployed,Finance / Accounting,Rarely / Never,Disagree,Neither agree nor disagree,Neither agree nor disagree,Home and Garden,Disagree,"A message displaying a warning on the screen. An amount of online shopping for the month, but it only works if you only buy from one pc or mobile. ",Yes,4,Yes,4,Yes,4,No,3,Yes,5,Yes,4,Yes,4,Yes,4,Yes,4,No,4,Yes,4,No,4,No,4,Yes,4,Yes,3,Yes,4,Yes,3,No,3,Yes,4,Yes,4,No,4
208,18-24,Male,Denmark,Graduate / Postgraduate,Technology / IT,Rarely / Never,Strongly disagree,Neither agree nor disagree,Strongly disagree,Toys and Games,Strongly disagree,make it annoying or difficult to perform the purchase,No,2,No,4,Yes,4,No,4,No,2,No,2,No,4,No,3,No,2,No,2,No,5,No,1,No,2,No,3,No,1,Yes,3,No,2,No,2,No,4,No,3,No,3
209,18-24,Male,Denmark,Graduate / Postgraduate,Technology / IT,Once a month,Agree,Agree,Disagree,Electronics and Gadgets|Clothing and Accessories|Sports and Fitness Equipment,Strongly agree,,Yes,3,No,5,Yes,4,No,2,Yes,4,Yes,5,No,4,No,4,Yes,3,Yes,4,No,2,No,5,No,4,No,4,Yes,3,Yes,4,No,4,No,1,No,2,No,1,No,1
210,25-34,Male,Denmark,Graduate / Postgraduate,Technology / IT,Once every three months,Disagree,Neither agree nor disagree,Neither agree nor disagree,Travel and Experiences,Agree,Any feature that could somehow remind/block the user that they are about to do something impulsively. Could be some simple kind of blocker/reminder tool :),Yes,3,No,4,No,2,No,3,Yes,5,Yes,4,No,3,Yes,3,No,3,Yes,3,No,4,No,4,No,3,Yes,3,Yes,4,Yes,4,No,3,Yes,3,Yes,3,Yes,4,No,3
212,25-34,Male,Denmark,Graduate / Postgraduate,No industry,Rarely / Never,Strongly disagree,Strongly disagree,Strongly disagree,Clothing and Accessories|Toys and Games|Books and Media,Strongly disagree,,No,4,No,3,Yes,3,No,4,Yes,4,Yes,4,Yes,4,Yes,4,No,3,No,3,No,3,No,2,No,3,No,4,No,3,No,2,No,3,No,2,No,4,Yes,4,No,3
213,55-64,Male,Denmark,Graduate / Postgraduate,Technology / IT,Once every three months,Strongly disagree,Neither agree nor disagree,Disagree,Clothing and Accessories|Sports and Fitness Equipment,Strongly disagree,,Yes,5,Yes,4,No,2,No,1,Yes,4,Yes,4,No,1,Yes,3,Yes,3,Yes,4,No,1,No,2,No,1,No,1,No,1,Yes,3,Maybe,3,No,4,Yes,2,Maybe,2,No,2
214,18-24,Male,Denmark,Graduate / Postgraduate,Technology / IT,Once a month,Disagree,Neither agree nor disagree,Disagree,Electronics and Gadgets|Toys and Games|Food and Beverages,Disagree,Maybe some annoying chrome extension that will delay the purchase for a day and then you can revisit the shopping cart? ,No,1,No,4,Yes,5,Maybe,2,Yes,3,Yes,4,Yes,1,Yes,3,Yes,4,Yes,4,No,2,No,1,No,4,No,4,No,3,Yes,4,Yes,4,Maybe,2,No,1,Yes,3,Maybe,3
216,25-34,Male,Denmark,Graduate / Postgraduate,Technology / IT,Rarely / Never,Strongly disagree,Strongly disagree,Strongly disagree,Electronics and Gadgets,Neither agree nor disagree,,Yes,4,Yes,4,Yes,5,No,3,Yes,4,Yes,2,No,3,Yes,5,Yes,4,No,3,No,3,No,3,No,3,No,3,Maybe,3,Yes,3,No,3,Yes,3,No,3,No,3,No,3
217,25-34,Female,Denmark,Full-time Employee,Technology / IT,2-3 times a month,Agree,Neither agree nor disagree,Neither agree nor disagree,Clothing and Accessories|Health and Beauty Products|Sports and Fitness Equipment,Agree,Something similar to the one-sec app for anti-impulse app usage :)),Yes,3,Yes,4,No,,Yes,1,Yes,4,Yes,5,No,3,Yes,2,Yes,5,Yes,3,No,3,No,3,No,,No,2,Yes,4,Yes,3,Yes,4,Yes,3,Yes,5,Yes,4,No,
218,18-24,Male,Denmark,Undergraduate,Manufacturing / Construction,Once every three months,Disagree,Disagree,Neither agree nor disagree,Travel and Experiences|Food and Beverages|Clothing and Accessories,Neither agree nor disagree,Some sort of reflection tool that helps you understand your needs and if the purchase is necessary or negligible. ,Yes,4,No,,Yes,5,No,,Yes,3,Yes,5,No,,Yes,2,Yes,4,Yes,4,No,,No,,No,,Yes,2,Yes,4,Yes,5,Yes,3,Yes,2,Yes,4,Yes,5,Maybe,3
219,25-34,Female,Denmark,Graduate / Postgraduate,Other,Once a month,Neither agree nor disagree,Agree,Disagree,Clothing and Accessories|Travel and Experiences,Agree,Feed and ad blocking (e.g. BeTimeful and ad-blockers in general),Yes,4,Yes,4,No,4,Yes,3,Yes,3,Yes,5,No,2,Yes,3,Yes,4,Yes,4,Yes,3,Yes,4,Yes,5,Yes,4,No,3,Yes,4,Yes,5,Yes,5,Yes,5,Yes,4,Yes,4
220,25-34,Female,Denmark,Graduate / Postgraduate,Retail / Sales,Once a month,Agree,Strongly agree,Neither agree nor disagree,Clothing and Accessories|Health and Beauty Products,Strongly agree,,Yes,4,Yes,4,Yes,2,No,1,Yes,4,Yes,4,No,1,No,5,Yes,3,Yes,3,No,3,No,1,No,4,Yes,3,No,1,Yes,1,Yes,2,No,1,No,3,No,2,Yes,5
